债券代码,债券简称,申购日期,申购代码,正股代码,正股简称,中签率,上市时间,信用评级,上市委通过日期,同意注册日期,上市委-申购,注册-申购,同意注册日期_开盘价,同意注册日期_收盘价,上市委通过日期_开盘价,上市委通过日期_收盘价,申购日期_开盘价,申购日期_收盘价,上市时间_开盘价,上市时间_收盘价
123165,回天转债,2022-10-27,370041,300041,回天新材,0.0026221841,2022-11-15,AA-,2022-08-11,2022-09-07 00:00:00,77,50,20.360,21.110,21.960,24.020,15.580,15.510,17.070,17.870
123164,法本转债,2022-10-21,370925,300925,法本信息,0.0014980607,2022-11-14,A+,2022-08-03,2022-08-26 00:00:00,79,56,11.460,11.290,11.300,11.300,10.980,11.300,12.300,12.150
123163,金沃转债,2022-10-14,370984,300984,金沃股份,0.0006837546,2022-11-07,A,2022-08-04,2022-08-26 00:00:00,71,49,29.280,29.010,28.210,28.400,24.860,24.920,23.790,23.480
123162,东杰转债,2022-10-14,370486,300486,东杰智能,0.0022080868,2022-11-04,BBB+,2022-07-07,2022-08-19 00:00:00,99,56,10.120,9.740,9.480,9.600,7.610,7.790,9.170,8.920
123161,强联转债,2022-10-11,370850,300850,新强联,0.0041980672,2022-10-27,AA,2022-08-11,2022-09-19 00:00:00,61,22,79.140,82.000,90.510,88.940,81.090,82.860,80.000,76.550
123160,泰福转债,2022-09-28,370992,300992,泰福泵业,0.0011807313,2022-10-25,A,2022-07-07,2022-09-09 00:00:00,83,19,24.080,23.640,20.420,20.150,24.630,26.350,22.360,22.690
118021,新致转债,2022-09-27,718590,688590,新致软件,0.00210647,2022-11-02,A,2022-06-20,2022-08-08 00:00:00,99,50,11.610,11.340,14.510,14.500,9.400,9.360,10.840,10.550
123159,崧盛转债,2022-09-27,371002,301002,崧盛股份,0.0009864816,2022-10-24,AA-,2022-06-17,2022-08-09 00:00:00,102,49,25.230,26.080,23.130,23.660,21.030,21.060,20.480,20.050
123158,宙邦转债,2022-09-26,370037,300037,新宙邦,0.0055403768,2022-10-21,AA,2022-08-03,2022-09-07 00:00:00,54,19,42.100,42.780,45.670,45.270,42.170,42.150,44.180,44.010
123157,科蓝转债,2022-08-30,370663,300663,科蓝软件,0.0031160271,2022-09-20,A,2022-06-15,2022-08-10 00:00:00,76,20,15.950,15.860,14.850,15.230,14.600,14.550,13.900,13.930
123156,博汇转债,2022-08-16,370839,300839,博汇股份,0.0005633815,2022-09-02,A,2022-05-27,2022-07-29 00:00:00,81,18,14.140,14.240,17.240,17.660,14.010,14.460,13.710,13.990
123155,中陆转债,2022-08-12,371040,301040,中环海陆,0.0007387851,2022-08-31,A+,2022-06-24,2022-07-20 00:00:00,49,23,34.290,35.070,30.560,31.380,29.220,28.960,24.000,22.840
118017,深科转债,2022-08-08,718328,688328,深科达,0.0007305,2022-08-29,A+,2022-05-13,2022-06-21 00:00:00,87,48,24.670,24.780,20.500,20.440,28.300,33.540,27.030,27.560
118016,京源转债,2022-08-05,718096,688096,京源环保,0.00085802,2022-08-25,A,2021-12-23,2022-03-17 00:00:00,225,141,13.770,13.750,14.500,14.220,13.110,12.790,12.900,12.700
118015,芯海转债,2022-07-21,718595,688595,芯海科技,0.00121976,2022-08-18,A+,2021-12-27,2022-03-17 00:00:00,206,126,85.950,88.680,125.990,120.900,53.000,53.950,55.130,56.520
123153,英力转债,2022-07-21,370956,300956,英力股份,0.0004921466,2022-08-11,A+,2022-01-26,2022-05-12 00:00:00,176,70,16.420,17.280,19.310,19.550,18.750,18.600,18.110,18.200
123152,润禾转债,2022-07-21,370727,300727,润禾材料,0.000613369,2022-08-11,A+,2022-03-25,2022-06-22 00:00:00,118,29,28.600,28.540,25.440,25.020,29.120,28.820,41.980,45.800
118013,道通转债,2022-07-08,718208,688208,道通科技,0.0036183,2022-07-28,AA,2022-04-02,2022-06-08 00:00:00,97,30,38.300,36.600,38.520,37.550,31.980,31.390,33.200,35.100
118012,微芯转债,2022-07-05,718321,688321,微芯生物,0.00190876,2022-07-28,A+,2022-02-18,2022-06-21 00:00:00,137,14,24.980,24.880,29.350,29.820,26.300,25.940,25.050,25.270
118011,银微转债,2022-07-04,718689,688689,银河微电,0.00186904,2022-08-02,A+,2022-05-11,2022-06-11 00:00:00,54,23,29.000,30.030,25.880,26.560,30.600,29.670,30.030,29.220
123151,康医转债,2022-07-01,370869,300869,康泰医学,0.0022130983,2022-07-20,A+,2022-01-21,2022-05-20 00:00:00,161,42,27.100,27.790,39.000,35.290,28.060,27.580,27.680,28.010
123150,九强转债,2022-06-30,370406,300406,九强生物,0.0033260952,2022-07-20,AA-,2022-03-21,2022-06-07 00:00:00,101,23,16.880,16.730,19.160,18.860,17.450,17.290,17.530,18.510
118010,洁特转债,2022-06-28,718026,688026,洁特生物,0.00128853,2022-08-02,A+,2022-01-27,2022-03-11 00:00:00,152,109,71.400,71.600,70.000,70.300,49.240,48.860,43.390,40.580
118009,华锐转债,2022-06-24,718059,688059,华锐精密,0.00097933,2022-07-21,A+,2022-02-23,2022-06-08 00:00:00,121,16,132.330,133.600,132.900,137.610,132.890,138.760,136.600,136.090
118008,海优转债,2022-06-23,718680,688680,海优新材,0.00217149,2022-07-21,A,2022-03-24,2022-06-10 00:00:00,91,13,215.680,218.000,213.480,210.770,210.580,209.100,215.000,214.170
123149,通裕转债,2022-06-20,370185,300185,通裕重工,0.004226389,2022-07-15,AA,2022-03-11,2022-05-19 00:00:00,101,32,2.540,2.650,3.050,3.080,2.850,2.950,3.070,3.120
123148,上能转债,2022-06-14,370827,300827,上能电气,0.0014433022,2022-07-01,A+,2022-03-25,2022-05-13 00:00:00,81,32,57.880,57.030,68.560,67.600,44.470,47.000,51.590,49.900
123147,中辰转债,2022-05-31,370933,300933,中辰股份,0.0012720896,2022-06-21,AA-,2021-12-25,2022-04-19 00:00:00,157,42,7.890,7.970,12.240,12.420,7.920,7.990,8.300,8.060
123146,中环转2,2022-05-06,370692,300692,中环环保,0.0028708956,2022-05-26,AA-,2021-11-18,2022-01-17 00:00:00,169,109,8.460,8.730,8.000,7.840,6.670,6.670,7.140,7.140
123145,药石转债,2022-04-20,370725,300725,药石科技,0.0029664999,2022-05-18,AA,2021-11-26,2022-04-07 00:00:00,145,13,91.730,89.660,148.050,153.700,80.050,78.280,82.870,81.870
123144,裕兴转债,2022-04-11,370305,300305,裕兴股份,0.0020619353,2022-04-27,A+,2021-12-30,2022-03-17 00:00:00,102,25,13.900,14.300,18.210,18.390,12.690,12.120,9.130,9.900
118007,山石转债,2022-03-22,718030,688030,山石网科,0.00178881,2022-04-21,A,2021-09-08,2021-12-30 00:00:00,195,82,28.110,29.120,27.580,27.020,23.690,23.340,20.260,19.610
123142,申昊转债,2022-03-18,370853,300853,申昊科技,0.001392411,2022-04-11,A-,2021-12-24,2022-02-21 00:00:00,84,25,34.320,35.380,41.620,40.990,32.980,32.000,28.690,27.370
123141,宏丰转债,2022-03-15,370283,300283,温州宏丰,0.0009422475,2022-04-08,BBB+,2021-10-20,2022-01-14 00:00:00,146,60,7.060,6.830,7.010,6.860,6.430,6.120,6.230,6.040
118006,阿拉转债,2022-03-15,718179,688179,阿拉丁,0.00076689,2022-04-12,A+,2021-12-22,2022-01-27 00:00:00,83,47,65.010,63.850,74.000,78.050,57.590,53.380,52.560,52.620
123140,天地转债,2022-03-14,370743,300743,天地数码,0.000629557,2022-03-30,A,2021-11-05,2021-12-31 00:00:00,129,73,11.260,11.250,10.040,10.030,12.590,11.810,12.950,13.220
123139,铂科转债,2022-03-11,370811,300811,铂科新材,0.0008798924,2022-03-31,A+,2021-12-17,2022-02-09 00:00:00,84,30,78.230,80.620,111.870,111.070,71.020,73.020,77.480,75.300
123138,丝路转债,2022-03-02,370556,300556,丝路视觉,0.0012497809,2022-03-22,A,2021-08-13,2021-12-11 00:00:00,201,81,28.720,31.100,19.700,19.090,24.390,24.800,25.460,29.720
123137,锦浪转债,2022-02-10,370763,300763,锦浪科技,0.0068897234,2022-03-02,AA-,2021-12-03,2022-01-18 00:00:00,69,23,214.000,218.320,248.890,251.800,216.340,206.800,257.190,249.500
118005,天奈转债,2022-01-27,718116,688116,天奈科技,0.00246365,2022-03-01,AA-,2021-10-21,2021-12-01 00:00:00,98,57,160.000,163.980,157.120,147.770,148.930,146.700,154.200,152.600
123136,城市转债,2022-01-21,370778,300778,新城市,0.0004898785,2022-02-15,AA-,2021-01-27,2021-04-16 00:00:00,359,280,,,,,20.710,19.300,19.940,20.320
118004,博瑞转债,2022-01-04,718166,688166,博瑞医药,0.00185637,2022-01-27,AA-,2021-10-13,2021-11-18 00:00:00,83,47,35.630,36.000,29.400,29.280,36.710,34.820,34.000,32.120
123135,泰林转债,2021-12-28,370813,300813,泰林生物,0.0004374263,2022-01-19,A+,2021-05-28,2021-07-05 00:00:00,214,176,44.700,45.310,45.540,44.460,90.050,92.000,88.020,85.740
123134,卡倍转债,2021-12-27,370863,300863,卡倍亿,0.0005265447,2022-01-18,A+,2021-08-19,2021-10-20 00:00:00,130,68,67.310,66.410,69.300,69.750,102.010,98.000,87.740,83.090
123132,回盛转债,2021-12-17,370871,300871,回盛生物,0.0022054859,2022-01-07,AA-,2021-08-20,2021-11-23 00:00:00,119,24,27.600,27.740,34.520,35.950,28.260,28.230,29.800,28.810
118003,华兴转债,2021-11-29,718001,688001,华兴源创,0.00227647,2021-12-20,AA,2021-10-13,2021-11-16 00:00:00,47,13,38.390,38.200,34.760,35.280,37.920,38.010,35.180,34.810
123130,设研转债,2021-11-11,370732,300732,设研院,0.0013209989,2021-12-02,AA,2021-07-28,2021-10-21 00:00:00,106,21,11.360,11.580,10.410,10.130,11.010,11.150,12.250,11.950
123129,锦鸡转债,2021-11-04,370798,300798,锦鸡股份,0.0041304969,2021-11-24,A+,2021-08-18,2021-09-16 00:00:00,78,49,11.300,11.580,10.110,10.450,9.290,9.300,9.860,9.750
123128,首华转债,2021-11-01,370483,300483,首华燃气,0.0113842934,2021-11-18,AA-,2021-06-18,2021-09-15 00:00:00,136,47,27.230,27.450,14.310,14.390,18.590,19.390,19.360,18.950
123126,瑞丰转债,2021-09-10,370243,300243,瑞丰高材,0.0012073386,2021-10-18,A,2021-01-22,2021-03-11 00:00:00,231,183,,,,,17.190,17.030,14.510,14.820
123125,元力转债,2021-09-06,370174,300174,元力股份,0.0050720323,2021-09-30,AA-,2021-07-17,2021-08-24 00:00:00,51,13,18.010,17.420,15.850,15.500,16.880,16.700,16.080,15.950
123123,江丰转债,2021-08-12,370666,300666,江丰电子,0.0033476722,2021-09-01,A+,2021-04-09,2021-07-14 00:00:00,125,29,48.500,47.560,,,52.000,53.950,50.980,48.950
123122,富瀚转债,2021-08-06,370613,300613,富瀚微,0.0021179642,2021-08-24,A+,2021-04-29,2021-07-02 00:00:00,99,35,150.000,157.600,,,182.290,181.510,185.940,187.510
123121,帝尔转债,2021-08-05,370776,300776,帝尔激光,0.0012905978,2021-08-27,AA-,2021-06-04,2021-07-20 00:00:00,62,16,176.500,188.800,129.000,134.600,185.760,176.000,181.000,183.300
123120,隆华转债,2021-07-30,370263,300263,隆华科技,0.0022189544,2021-08-23,AA-,2021-03-05,2021-05-10 00:00:00,147,81,,,,,7.780,8.330,10.500,12.170
118001,金博转债,2021-07-23,718598,688598,金博股份,0.0017707,2021-08-18,A+,2021-04-29,2021-06-16 00:00:00,85,37,214.750,209.440,,,290.360,294.010,285.140,283.870
123119,康泰转2,2021-07-15,370601,300601,康泰生物,0.0141817815,2021-08-05,AA,2021-04-29,2021-06-07 00:00:00,77,38,166.140,169.300,,,152.110,149.570,148.100,156.400
123118,惠城转债,2021-07-07,370779,300779,惠城环保,0.0024427362,2021-07-26,A+,2021-02-09,2021-04-15 00:00:00,148,83,,,,,17.310,17.790,19.260,18.270
123117,健帆转债,2021-06-23,370529,300529,健帆生物,0.0018136556,2021-07-12,AA,2020-11-24,2020-12-28 00:00:00,211,177,,,,,85.050,83.350,82.900,85.870
123115,捷捷转债,2021-06-08,370623,300623,捷捷微电,0.0028256096,2021-06-29,AA-,2021-02-24,2021-04-15 00:00:00,104,54,,,,,31.010,31.070,36.620,36.850
123114,三角转债,2021-05-25,370775,300775,三角防务,0.003312021,2021-06-11,AA-,2020-10-29,2021-04-21 00:00:00,208,34,,,,,,,37.700,36.600
123113,仙乐转债,2021-04-19,370791,300791,仙乐健康,0.0012972269,2021-05-14,AA-,2021-02-24,2021-03-26 00:00:00,54,24,,,,,,,,
123111,东财转3,2021-04-07,370059,300059,东方财富,0.0587697466,2021-04-23,AA+,2021-01-28,2021-03-25 00:00:00,69,13,,,,,,,,
123110,九典转债,2021-04-01,370705,300705,九典制药,0.0021121042,2021-04-23,A+,2020-10-21,2021-01-13 00:00:00,162,78,,,,,,,,
123109,昌红转债,2021-04-01,370151,300151,昌红科技,0.0045166298,2021-04-19,AA-,2021-01-15,2021-03-11 00:00:00,76,21,,,,,,,,
123108,乐普转2,2021-03-30,370003,300003,乐普医疗,0.0172882477,2021-04-19,AA+,2021-02-04,2021-03-12 00:00:00,54,18,,,,,,,,
123107,温氏转债,2021-03-29,370498,300498,温氏股份,0.0170006161,2021-04-21,AAA,2020-12-25,2021-02-09 00:00:00,94,48,,,,,,,,
123106,正丹转债,2021-03-24,370641,300641,正丹股份,0.0052517895,2021-04-20,AA-,2020-10-16,2020-12-08 00:00:00,159,106,,,,,,,,
123105,拓尔转债,2021-03-19,370229,300229,拓尔思,0.0053683832,2021-04-27,AA-,2020-09-23,2021-01-26 00:00:00,177,52,,,,,,,,
123104,卫宁转债,2021-03-16,370253,300253,卫宁健康,0.0072930284,2021-03-31,AA,2020-12-30,2021-02-08 00:00:00,76,36,,,,,,,,
123103,震安转债,2021-03-12,370767,300767,震安科技,0.0020636122,2021-03-31,A+,2020-12-18,2021-01-29 00:00:00,84,42,,,,,,,,
123102,华自转债,2021-03-12,370490,300490,华自科技,0.0083448947,2021-04-01,AA-,2020-08-13,2020-10-26 00:00:00,211,137,,,,,,,,
123101,拓斯转债,2021-03-10,370607,300607,拓斯达,0.0043718239,2021-03-29,AA,2020-12-31,2021-02-10 00:00:00,69,28,,,,,,,,
118000,嘉元转债,2021-02-23,718388,688388,嘉元科技,0.00538537,2021-03-15,A+,2020-12-16,2021-01-29 00:00:00,69,25,,,,,,,,
123100,朗科转债,2021-02-09,370543,300543,朗科智能,0.0057083238,2021-03-16,AA-,2020-10-16,2020-12-09 00:00:00,116,62,,,,,,,,
123098,一品转债,2021-01-28,370723,300723,一品红,0.0009778488,2021-02-23,AA-,2020-10-29,2020-12-08 00:00:00,91,51,,,,,,,,
123097,美力转债,2021-01-27,370611,300611,美力科技,0.0017836629,2021-02-24,A+,2020-10-21,2021-01-13 00:00:00,98,14,,,,,,,,
123096,思创转债,2021-01-26,370078,300078,思创医惠,0.0054656157,2021-03-01,BB,2020-10-22,2020-12-16 00:00:00,96,41,,,,,,,,
123094,星源转2,2021-01-20,370568,300568,星源材质,0.0052075383,2021-03-31,AA,2020-10-28,2020-12-17 00:00:00,84,34,,,,,,,,
123093,金陵转债,2021-01-19,370651,300651,金陵体育,0.0004956518,2021-02-18,A+,2020-11-13,2020-12-29 00:00:00,67,21,,,,,,,,
123091,长海转债,2020-12-23,370196,300196,长海股份,0.0014067053,2021-01-15,AA,2020-10-16,2020-11-25 00:00:00,68,28,,,,,,,,
123090,三诺转债,2020-12-21,370298,300298,三诺生物,0.0024221039,2021-01-12,AA,2020-09-16,2020-11-18 00:00:00,96,33,,,,,,,,
123089,九洲转2,2020-12-21,370040,300040,九洲集团,0.0021923237,2021-01-08,AA-,2020-09-24,2020-12-07 00:00:00,88,14,,,,,,,,
123088,威唐转债,2020-12-15,370707,300707,威唐工业,0.0015096482,2021-01-06,A+,2020-09-25,2020-11-05 00:00:00,81,40,,,,,,,,
123086,海兰转债,2020-12-11,370065,300065,海兰信,0.003484704,2021-02-08,AA-,2020-09-24,2020-11-24 00:00:00,78,17,,,,,,,,
123085,万顺转2,2020-12-11,370057,300057,万顺新材,0.0035536171,2020-12-28,AA-,2020-09-25,2020-11-06 00:00:00,77,35,,,,,,,,
123084,高澜转债,2020-12-10,370499,300499,高澜股份,0.0010784413,2021-01-08,A+,2020-09-17,2020-11-25 00:00:00,84,15,,,,,,,,
123082,北陆转债,2020-12-07,370016,300016,北陆药业,0.0017313567,2020-12-28,A,2020-09-10,2020-11-06 00:00:00,88,31,,,,,,,,
123080,海波转债,2020-12-02,370517,300517,海波重科,0.0006796921,2020-12-22,A+,2020-07-30,2020-09-08 00:00:00,125,85,,,,,,,,
123079,运达转债,2020-12-01,370772,300772,运达股份,0.0021538626,2020-12-25,AA,2020-08-21,2020-11-03 00:00:00,102,28,,,,,,,,
123078,飞凯转债,2020-11-27,370398,300398,飞凯材料,0.0071449443,2020-12-16,AA-,2020-07-30,2020-09-25 00:00:00,120,63,,,,,,,,
123077,汉得转债,2020-11-23,370170,300170,汉得信息,0.0060069821,2020-12-15,AA,2020-09-24,2020-11-05 00:00:00,60,18,,,,,,,,
123076,强力转债,2020-11-19,370429,300429,强力新材,0.003900825,2020-12-04,AA-,2020-09-24,2020-11-02 00:00:00,56,17,,,,,,,,
123075,贝斯转债,2020-11-02,370580,300580,贝斯特,0.0013333329,2020-11-23,AA-,2020-08-27,2020-10-17 00:00:00,67,16,,,,,,,,
123074,隆利转债,2020-10-29,370752,300752,隆利科技,0.001213147,2020-11-16,AA-,2020-08-27,2020-10-12 00:00:00,63,17,,,,,,,,
123073,同和转债,2020-10-26,370636,300636,同和药业,0.0019355294,2020-11-16,A+,2020-08-14,2020-09-24 00:00:00,73,32,,,,,,,,
123071,天能转债,2020-10-21,370569,300569,天能重工,0.0025323626,2020-11-25,AA-,2020-07-14,2020-09-28 00:00:00,99,23,,,,,,,,
123072,乐歌转债,2020-10-21,370729,300729,乐歌股份,0.0001860645,2020-11-10,A+,2020-07-17,2020-09-03 00:00:00,96,48,,,,,,,,
123070,鹏辉转债,2020-10-20,370438,300438,鹏辉能源,0.002757234,2020-11-06,AA,2020-07-30,2020-09-08 00:00:00,82,42,,,,,,,,
123069,金诺转债,2020-10-16,370505,300505,川金诺,0.0010466397,2020-11-05,AA-,2020-08-06,2020-09-24 00:00:00,71,22,,,,,,,,
123068,弘信转债,2020-10-15,370657,300657,弘信电子,0.0021791225,2020-11-04,AA-,2020-07-24,2020-09-03 00:00:00,83,42,,,,,,,,
123067,斯莱转债,2020-09-17,370382,300382,斯莱克,0.0036756041,2020-10-15,AA-,2020-07-27,2020-09-03 00:00:00,52,14,,,,,,,,
123066,赛意转债,2020-09-16,370687,300687,赛意信息,0.0006229113,2020-10-15,A+,2020-07-27,2020-08-22 00:00:00,51,25,,,,,,,,
123065,宝莱转债,2020-09-04,370246,300246,宝莱特,0.000719054,2020-09-24,AA-,2020-07-24,2020-08-21,42,14,,,,,,,,
123064,万孚转债,2020-09-01,370482,300482,万孚生物,0.0026141902,2020-09-23,AA,2020-07-27,2020-08-21 00:00:00,36,11,,,,,,,,
